employee_id,designation,no_of_trainings,length_of_service,avg_training_score,is_promoted
71576,Sales & Marketing,1,4,48.0,0
67575,Procurement,1,6,73.0,0
43240,Operations,1,5,55.0,0
48497,Sales & Marketing,2,1,40.0,0
31182,Sales & Marketing,1,11,51.0,0
22641,Operations,1,3,60.0,0
62622,Sales & Marketing,1,6,53.0,0
37336,Finance,1,3,59.0,0
75037,Procurement,1,19,66.0,0
51831,Legal,1,1,64.0,0
55017,Sales & Marketing,2,2,55.0,0
8416,Finance,1,4,55.0,1
74221,Sales & Marketing,1,1,84.0,1
77375,Analytics,2,8,86.0,0
42286,Operations,1,15,59.0,0
7186,Sales & Marketing,1,3,46.0,0
77556,Sales & Marketing,1,9,51.0,1
52452,Technology,1,3,81.0,0
9990,Operations,1,4,63.0,0
77511,Sales & Marketing,1,6,49.0,0
20093,HR,1,12,50.0,0
69375,Sales & Marketing,2,14,50.0,0
2462,Operations,1,3,62.0,0
170,Sales & Marketing,1,6,94.0,1
51358,Operations,1,12,60.0,0
64492,Analytics,1,1,82.0,0
76919,Procurement,2,7,71.0,0
52123,Sales & Marketing,1,8,50.0,0
23399,Sales & Marketing,2,7,54.0,0
64929,HR,1,1,42.0,0
43010,Procurement,1,3,64.0,0
38671,Sales & Marketing,1,8,50.0,0
49577,Procurement,2,1,75.0,0
51234,Procurement,2,5,69.0,0
46678,Legal,1,9,,0
55839,Sales & Marketing,2,7,48.0,0
59040,Analytics,1,2,89.0,0
56903,HR,1,5,47.0,0
48803,Sales & Marketing,1,4,46.0,0
20192,Sales & Marketing,1,3,50.0,0
35773,R&D,1,3,89.0,0
53772,Sales & Marketing,1,5,62.0,1
38336,Sales & Marketing,1,1,54.0,0
20883,HR,1,2,46.0,0
29219,Sales & Marketing,1,4,49.0,0
55188,Finance,1,4,58.0,0
48546,Legal,1,5,57.0,0
17342,Procurement,1,10,67.0,0
73091,Technology,2,6,79.0,0
67584,Procurement,1,5,72.0,0
15824,Legal,1,6,59.0,0
12326,Procurement,1,3,64.0,0
4991,HR,1,7,49.0,0
50132,Operations,2,1,63.0,0
35458,Sales & Marketing,1,2,52.0,0
26738,R&D,1,5,84.0,0
30407,Procurement,1,10,68.0,0
47162,Analytics,2,6,80.0,0
50632,Procurement,1,4,72.0,0
36281,Procurement,1,5,68.0,0
19334,Operations,1,6,65.0,0
32793,Technology,1,2,81.0,0
26675,Procurement,1,5,68.0,0
22249,HR,1,3,50.0,0
68271,Sales & Marketing,2,9,49.0,0
27606,Finance,1,3,57.0,0
50320,Technology,1,3,82.0,1
70662,Technology,1,3,78.0,0
35230,Technology,1,5,77.0,0
32786,Legal,1,2,58.0,0
11935,Sales & Marketing,1,4,44.0,0
65894,Technology,1,7,81.0,0
49422,Sales & Marketing,1,12,48.0,0
15033,Operations,1,4,63.0,0
51983,Finance,1,7,60.0,0
913,Technology,4,6,76.0,0
25666,Sales & Marketing,1,2,52.0,0
2478,Sales & Marketing,1,5,49.0,0
59473,Operations,1,6,58.0,0
75429,Sales & Marketing,2,8,90.0,1
40562,Technology,1,10,80.0,0
37380,Analytics,1,17,87.0,0
37278,Technology,1,4,79.0,0
8007,Sales & Marketing,1,2,52.0,0
32948,Sales & Marketing,1,4,43.0,0
46885,Sales & Marketing,1,4,47.0,0
42371,Operations,1,2,64.0,0
26045,Sales & Marketing,1,9,53.0,0
52340,Sales & Marketing,1,2,49.0,0
41937,Technology,2,14,77.0,0
9867,Sales & Marketing,1,5,54.0,0
12979,Sales & Marketing,1,7,50.0,0
32968,Sales & Marketing,1,4,49.0,0
69068,Operations,1,8,59.0,0
54730,Operations,1,4,58.0,0
52499,Sales & Marketing,1,8,51.0,0
49997,Analytics,2,3,82.0,0
1011,Procurement,1,7,69.0,1
3513,Operations,1,8,57.0,0
59162,HR,1,2,89.0,1
25576,Technology,1,19,92.0,1
46022,Technology,1,10,81.0,0
33562,Operations,1,10,62.0,0
40987,Analytics,2,6,88.0,1
108,Analytics,2,3,88.0,0
21249,Operations,2,2,62.0,0
35853,Procurement,1,4,70.0,0
61116,Technology,1,7,80.0,0
58795,Operations,1,1,60.0,0
62840,Sales & Marketing,1,6,53.0,0
69565,Sales & Marketing,1,2,47.0,0
50326,HR,1,6,51.0,0
21196,Sales & Marketing,1,6,53.0,0
11086,Procurement,1,10,72.0,0
60607,Operations,1,6,60.0,0
26307,Technology,1,7,83.0,0
60935,Sales & Marketing,1,3,47.0,0
13743,Operations,1,9,,0
25190,Legal,1,7,58.0,0
43371,Sales & Marketing,1,7,48.0,0
3952,Procurement,1,1,69.0,0
43788,Technology,1,4,77.0,0
62367,Analytics,1,2,86.0,0
8582,Sales & Marketing,1,1,50.0,0
67477,Procurement,1,2,68.0,0
48942,Operations,1,17,54.0,0
4028,Sales & Marketing,2,6,51.0,0
74979,Operations,1,4,,0
60816,Operations,1,10,62.0,0
26560,Technology,1,8,81.0,0
42567,Analytics,1,5,87.0,0
64162,Procurement,1,12,73.0,0
30240,Sales & Marketing,1,1,47.0,1
24934,Technology,1,6,82.0,0
14609,Technology,1,5,75.0,0
6279,Sales & Marketing,1,1,48.0,0
21557,Sales & Marketing,1,2,,1
77491,Technology,1,4,80.0,0
17821,Sales & Marketing,1,16,44.0,0
40112,Operations,1,1,58.0,0
38541,Sales & Marketing,1,5,50.0,0
63086,Analytics,1,3,82.0,0
23805,Operations,1,4,,0
23581,Sales & Marketing,1,2,,0
74204,Sales & Marketing,1,3,49.0,0
15319,Operations,1,7,58.0,0
77635,Sales & Marketing,2,6,54.0,0
60692,Procurement,1,10,65.0,0
2653,Sales & Marketing,1,11,43.0,0
44947,Sales & Marketing,1,10,46.0,0
57537,Analytics,2,3,83.0,0
51331,Technology,1,1,77.0,0
67476,Sales & Marketing,1,1,53.0,0
72559,Sales & Marketing,2,5,66.0,1
69954,Operations,1,10,65.0,0
10620,Operations,1,3,60.0,1
60069,Technology,1,1,79.0,0
57813,Sales & Marketing,1,1,47.0,0
67151,Operations,1,10,58.0,0
69022,Technology,2,4,79.0,0
42489,Operations,2,25,62.0,0
20551,Technology,1,1,83.0,0
68652,Procurement,1,3,67.0,0
59561,Operations,1,6,59.0,0
3341,Technology,1,7,76.0,0
77358,Sales & Marketing,1,3,51.0,0
50244,Finance,1,10,59.0,0
6507,Operations,1,6,54.0,0
9948,Sales & Marketing,1,19,47.0,0
39011,R&D,1,7,82.0,0
52444,Sales & Marketing,1,8,48.0,0
17203,HR,1,6,51.0,0
26610,Sales & Marketing,2,2,53.0,0
50886,Analytics,1,19,82.0,0
16882,Procurement,1,11,70.0,0
64057,Sales & Marketing,2,5,53.0,0
28971,Sales & Marketing,1,4,53.0,0
60040,Sales & Marketing,1,12,53.0,1
41233,Finance,3,7,60.0,0
2806,Sales & Marketing,1,5,46.0,0
70152,Analytics,1,3,86.0,0
5468,Sales & Marketing,1,4,50.0,0
16304,Analytics,3,4,85.0,0
20050,Operations,1,3,58.0,0
43533,Technology,1,1,76.0,0
26691,Technology,2,3,83.0,0
67543,Sales & Marketing,1,3,47.0,0
4659,Operations,1,7,58.0,0
39527,Sales & Marketing,1,4,50.0,0
46668,Technology,2,7,85.0,0
12484,Analytics,1,2,91.0,1
17393,Sales & Marketing,2,9,49.0,0
45359,Sales & Marketing,1,2,52.0,0
12447,Sales & Marketing,1,4,55.0,0
42364,Operations,1,3,59.0,1
7713,Sales & Marketing,3,6,49.0,0
68502,Operations,1,5,60.0,0
30971,Sales & Marketing,1,20,50.0,0
43603,Sales & Marketing,2,14,48.0,0
72268,Procurement,1,5,68.0,0
40766,Procurement,1,18,67.0,0
69403,Technology,2,6,79.0,0
3260,Analytics,1,5,87.0,0
74957,Procurement,3,9,72.0,0
10710,Operations,1,3,57.0,0
17789,Sales & Marketing,1,9,50.0,0
60449,Analytics,2,3,87.0,0
39094,Technology,1,4,82.0,0
37126,Analytics,2,3,83.0,0
70568,Finance,3,2,63.0,0
16140,Sales & Marketing,1,5,49.0,0
2185,Procurement,1,8,69.0,0
28293,Sales & Marketing,1,6,49.0,0
14177,Analytics,1,13,86.0,0
15657,Operations,1,3,53.0,0
6310,Finance,1,3,59.0,0
42936,Operations,2,4,59.0,0
15416,Procurement,1,7,68.0,0
45285,Technology,1,5,76.0,0
21454,Sales & Marketing,1,9,48.0,1
40708,Operations,1,10,60.0,0
44435,Operations,1,9,57.0,0
4199,Operations,1,6,59.0,0
26281,Procurement,1,4,80.0,1
11970,Procurement,1,4,67.0,0
19519,Sales & Marketing,1,1,50.0,0
14749,Procurement,1,2,69.0,0
27836,Sales & Marketing,1,7,49.0,0
62328,Technology,3,2,81.0,0
5219,Sales & Marketing,1,6,49.0,0
62056,Sales & Marketing,1,3,53.0,0
63830,Sales & Marketing,1,4,49.0,0
22273,Sales & Marketing,3,10,49.0,0
15667,Procurement,1,9,66.0,0
19126,Legal,1,2,60.0,0
39235,Sales & Marketing,1,9,54.0,0
58037,Procurement,1,7,69.0,0
22423,Operations,1,7,56.0,0
39540,Procurement,1,1,69.0,0
2935,Analytics,1,8,85.0,1
56447,Operations,1,10,,0
34319,Operations,2,2,63.0,0
63250,Procurement,1,5,66.0,0
7518,Sales & Marketing,1,8,84.0,1
23140,Operations,1,7,62.0,0
66895,Operations,1,10,,0
51917,Operations,1,4,62.0,0
9991,Technology,1,1,83.0,0
41382,Procurement,1,7,65.0,0
14907,Sales & Marketing,1,2,52.0,0
64065,Sales & Marketing,2,4,52.0,0
53782,Sales & Marketing,1,7,49.0,0
2401,Analytics,1,4,83.0,0
57151,Operations,1,2,94.0,1
65585,Sales & Marketing,1,4,44.0,0
51430,Sales & Marketing,1,11,47.0,1
11644,Sales & Marketing,1,2,51.0,0
8511,Sales & Marketing,1,2,53.0,0
41878,HR,2,6,48.0,0
62943,Procurement,1,3,71.0,0
10574,Sales & Marketing,1,3,47.0,0
49992,Technology,1,3,95.0,1
32295,Analytics,1,8,84.0,0
25085,Sales & Marketing,1,9,51.0,0
78234,Sales & Marketing,1,7,50.0,0
74048,Operations,1,4,60.0,0
74125,Finance,1,7,62.0,0
5872,Procurement,1,2,76.0,0
76491,Analytics,1,3,87.0,0
39950,Procurement,1,7,87.0,1
33768,Sales & Marketing,1,1,50.0,0
51521,Procurement,3,4,70.0,0
47993,Analytics,1,3,82.0,0
55931,Procurement,2,10,66.0,0
40234,Sales & Marketing,1,4,51.0,0
55946,Sales & Marketing,2,5,41.0,0
65442,Finance,1,2,57.0,0
14931,Sales & Marketing,1,9,49.0,0
56840,Procurement,2,6,69.0,0
49307,Legal,1,1,56.0,0
7159,Operations,1,5,56.0,0
14087,Operations,1,7,,0
2360,Procurement,1,10,71.0,0
42925,HR,1,12,49.0,0
38657,Sales & Marketing,1,17,48.0,0
68018,Sales & Marketing,2,5,49.0,0
26151,Sales & Marketing,1,6,47.0,0
46848,Sales & Marketing,1,10,53.0,0
11856,Operations,1,12,60.0,0
65400,Analytics,1,5,86.0,0
61050,Technology,1,9,79.0,0
56629,Procurement,1,18,65.0,0
28197,Sales & Marketing,1,10,48.0,0
75042,Operations,1,4,,1
29522,Technology,1,3,77.0,0
19593,Finance,1,3,66.0,0
74708,Operations,1,5,,0
60729,Operations,1,4,57.0,0
28472,Operations,2,2,59.0,0
35292,Technology,1,13,79.0,0
13409,Sales & Marketing,1,7,46.0,0
72048,Operations,1,8,54.0,0
39613,Procurement,1,1,70.0,0
15996,Operations,2,8,59.0,0
77317,Sales & Marketing,1,12,49.0,0
17041,Operations,1,9,58.0,0
26774,Sales & Marketing,1,3,51.0,0
9924,Sales & Marketing,1,2,50.0,0
22289,Procurement,6,6,75.0,0
20818,Analytics,1,5,85.0,0
40343,Operations,1,1,60.0,0
67602,Analytics,1,4,79.0,0
36131,Sales & Marketing,1,5,55.0,0
76119,R&D,1,2,83.0,0
30958,Analytics,1,2,83.0,0
25024,Analytics,1,4,83.0,0
65425,Sales & Marketing,1,9,89.0,1
73379,Sales & Marketing,1,3,44.0,0
62200,Operations,1,5,56.0,0
57659,Technology,2,6,80.0,0
36665,Technology,1,4,85.0,0
51475,Technology,1,6,79.0,0
59120,Operations,1,1,57.0,0
59063,Operations,1,6,60.0,1
20727,Finance,2,8,,0
28282,Procurement,3,8,68.0,0
32900,Technology,1,2,81.0,0
47050,Operations,1,8,60.0,0
36063,Technology,1,14,80.0,0
5262,Procurement,1,7,64.0,0
43754,Analytics,1,6,85.0,0
60550,HR,1,3,49.0,0
3873,Technology,1,5,82.0,0
44473,Analytics,1,1,83.0,0
66331,Operations,2,24,60.0,0
831,Sales & Marketing,1,4,47.0,0
50115,Sales & Marketing,3,9,48.0,0
68140,Finance,2,1,,0
65228,Technology,1,1,79.0,0
4011,Sales & Marketing,1,2,48.0,0
1063,Sales & Marketing,1,2,50.0,0
3300,Technology,1,27,77.0,0
35606,Technology,1,2,76.0,0
7745,Technology,1,1,79.0,1
67127,Technology,1,7,76.0,0
65650,Procurement,1,5,69.0,0
4217,Analytics,1,2,85.0,0
56648,Sales & Marketing,1,1,48.0,0
28564,Finance,1,3,,0
65555,Sales & Marketing,1,7,50.0,0
32416,Sales & Marketing,1,10,49.0,0
56562,Analytics,2,1,80.0,0
54480,Sales & Marketing,1,2,48.0,0
17779,HR,1,1,53.0,0
34887,Procurement,1,6,72.0,0
50955,HR,1,16,49.0,0
14402,HR,1,1,51.0,0
47695,Operations,1,7,59.0,0
5821,Procurement,1,7,67.0,0
46413,Sales & Marketing,2,10,46.0,0
45369,Procurement,1,2,73.0,0
35427,Technology,1,4,85.0,0
59480,Sales & Marketing,1,7,51.0,0
74933,Sales & Marketing,1,3,54.0,1
26450,Analytics,1,5,82.0,0
75835,Sales & Marketing,1,2,52.0,0
29736,HR,2,9,50.0,0
12590,Analytics,1,12,81.0,0
23942,Operations,1,4,,0
73828,Technology,1,1,82.0,0
38179,Sales & Marketing,1,18,44.0,0
69394,Sales & Marketing,1,5,52.0,0
19892,Analytics,1,4,83.0,1
46242,Procurement,2,9,75.0,0
34427,Technology,1,5,81.0,0
70787,Procurement,1,4,72.0,0
23835,Sales & Marketing,1,2,50.0,0
378,Sales & Marketing,1,4,49.0,0
72664,Sales & Marketing,1,4,47.0,0
27595,Analytics,1,2,85.0,0
55152,Analytics,1,6,82.0,0
69777,Sales & Marketing,2,6,47.0,0
30251,Operations,1,6,59.0,0
42307,Technology,1,3,80.0,1
23537,Sales & Marketing,1,4,52.0,0
1004,Sales & Marketing,1,16,47.0,0
24828,Sales & Marketing,1,13,92.0,1
56095,Analytics,1,4,81.0,0
32538,Sales & Marketing,1,5,47.0,0
28033,Operations,1,2,57.0,0
59593,Procurement,1,15,70.0,1
27052,Legal,1,2,62.0,0
68399,Sales & Marketing,1,3,49.0,0
16870,Operations,1,3,,0
27660,Procurement,1,17,71.0,0
13067,Technology,2,3,81.0,1
35622,Technology,1,14,77.0,0
73760,Sales & Marketing,1,2,52.0,0
58198,Technology,1,4,83.0,0
29265,Procurement,1,4,63.0,0
16970,Finance,2,2,60.0,0
27628,Technology,2,4,79.0,0
20048,Sales & Marketing,2,4,53.0,1
54009,Analytics,1,3,89.0,0
8237,Sales & Marketing,1,4,51.0,0
34034,Operations,1,4,57.0,0
40583,Procurement,1,4,69.0,0
39263,Sales & Marketing,1,5,,0
16412,Procurement,1,3,70.0,1
69472,Sales & Marketing,1,4,54.0,0
58056,Technology,2,4,80.0,0
31082,Legal,1,8,57.0,0
57518,Sales & Marketing,1,5,50.0,1
652,Procurement,2,2,70.0,0
70276,Operations,1,7,53.0,0
36314,Sales & Marketing,1,9,46.0,0
55128,Sales & Marketing,1,16,51.0,0
21665,Technology,1,2,83.0,0
63827,Operations,1,2,55.0,0
27082,Operations,1,2,,0
71507,Procurement,1,9,70.0,0
47971,Sales & Marketing,1,4,,0
64414,Procurement,1,5,80.0,1
43915,Procurement,3,9,68.0,0
62500,Sales & Marketing,1,6,50.0,0
38725,HR,1,1,50.0,0
45173,HR,1,6,50.0,0
59185,Sales & Marketing,1,3,49.0,0
76927,Operations,1,7,58.0,0
6089,Operations,1,7,,0
1324,Technology,1,3,81.0,0
41353,Technology,1,2,76.0,0
29609,Operations,1,11,57.0,0
41896,Sales & Marketing,2,7,50.0,0
40876,Sales & Marketing,1,1,50.0,0
27570,R&D,3,6,84.0,1
32030,Procurement,1,3,75.0,0
50862,HR,1,7,49.0,0
64924,Sales & Marketing,2,2,48.0,0
28799,Procurement,2,3,68.0,0
11325,R&D,2,8,81.0,0
31782,Analytics,2,2,84.0,1
67532,Analytics,1,11,87.0,1
43441,Sales & Marketing,1,3,54.0,0
64695,Technology,1,2,82.0,0
45215,Sales & Marketing,1,5,46.0,0
26429,Sales & Marketing,1,8,55.0,0
1101,Procurement,1,3,69.0,0
47653,Operations,1,19,60.0,0
41696,Sales & Marketing,1,2,54.0,1
40526,Finance,1,7,57.0,0
41269,Operations,1,10,66.0,0
42240,HR,1,3,50.0,0
38097,Sales & Marketing,1,8,54.0,1
64837,Technology,1,14,84.0,0
51245,Procurement,2,31,70.0,0
51612,Sales & Marketing,1,9,49.0,0
5049,Legal,1,4,63.0,0
59651,Sales & Marketing,1,17,54.0,0
12933,Operations,1,6,60.0,0
16915,Operations,1,6,58.0,0
40990,Sales & Marketing,1,6,49.0,0
65908,HR,1,1,52.0,0
42183,Operations,1,3,58.0,0
53707,Operations,3,4,55.0,0
58214,Sales & Marketing,1,7,51.0,0
50800,Sales & Marketing,1,5,52.0,0
48638,Sales & Marketing,1,6,51.0,0
52761,Operations,1,6,,0
17228,Sales & Marketing,1,7,44.0,0
13116,Operations,1,6,63.0,0
13257,Technology,2,8,71.0,0
66527,Sales & Marketing,1,7,51.0,1
41653,Analytics,1,5,86.0,0
35175,Sales & Marketing,1,8,51.0,0
283,Procurement,1,5,82.0,1
70075,Technology,1,8,83.0,0
5417,Sales & Marketing,1,12,,0
49937,Sales & Marketing,1,3,46.0,0
41863,Technology,1,9,82.0,0
15746,HR,1,8,50.0,0
1279,Sales & Marketing,2,5,48.0,0
74101,Technology,3,3,80.0,0
30167,Procurement,1,5,71.0,0
31046,Operations,1,9,,0
50121,Operations,1,3,60.0,0
58673,Technology,1,5,87.0,0
50289,Operations,1,5,62.0,0
45013,HR,1,17,48.0,0
21859,Technology,2,7,82.0,0
18951,R&D,1,4,80.0,0
33443,Finance,1,3,64.0,0
57708,Sales & Marketing,1,7,53.0,0
27670,Technology,1,2,79.0,0
23872,Operations,1,4,,0
60506,Procurement,2,5,67.0,0
69927,Technology,2,6,82.0,0
64799,Operations,1,9,,0
75817,Procurement,2,3,69.0,0
72762,Sales & Marketing,1,3,48.0,0
18500,Procurement,1,5,75.0,0
62343,Procurement,4,1,72.0,0
19285,Procurement,1,7,94.0,1
58833,Finance,1,3,58.0,0
33309,Sales & Marketing,2,6,48.0,0
7726,HR,1,5,54.0,0
1288,Operations,1,2,60.0,0
26565,Procurement,1,1,70.0,0
50016,Operations,1,9,,0
59726,Sales & Marketing,1,14,52.0,0
41914,Sales & Marketing,2,8,48.0,0
5484,Operations,1,9,57.0,0
67649,Operations,1,2,58.0,0
68769,Operations,1,13,56.0,0
30220,Sales & Marketing,1,5,51.0,0
17305,Operations,1,4,64.0,0
3881,Sales & Marketing,1,5,52.0,0
12032,Analytics,1,1,84.0,0
33353,Sales & Marketing,1,4,53.0,0
75766,Sales & Marketing,1,10,48.0,1
72680,Analytics,2,5,88.0,0
25132,Operations,1,4,58.0,0
32849,Analytics,1,6,86.0,0
50046,Sales & Marketing,1,9,49.0,0
57798,Procurement,1,6,71.0,0
4638,Sales & Marketing,1,5,53.0,0
660,Technology,1,2,81.0,0
31743,Operations,1,4,62.0,0
63863,HR,1,3,49.0,0
3301,Sales & Marketing,1,2,53.0,0
19531,Sales & Marketing,1,17,50.0,0
59579,Sales & Marketing,2,6,48.0,0
49200,Operations,1,8,60.0,0
17631,Procurement,1,3,74.0,0
17886,HR,1,8,47.0,0
1468,Procurement,1,7,70.0,1
71528,Procurement,1,3,66.0,0
62894,Technology,1,7,76.0,0
14867,Operations,1,5,57.0,0
47170,Sales & Marketing,1,7,52.0,0
18046,Analytics,1,8,86.0,0
46795,HR,1,1,56.0,0
52561,Operations,1,12,63.0,1
7222,Technology,1,5,79.0,0
49159,Analytics,2,5,83.0,0
19860,Sales & Marketing,1,4,51.0,0
71421,Sales & Marketing,1,14,48.0,1
63502,Sales & Marketing,1,4,49.0,1
3561,Procurement,1,12,73.0,0
29207,Sales & Marketing,4,7,51.0,0
76687,Analytics,1,7,85.0,0
72411,Procurement,1,19,69.0,0
45734,Sales & Marketing,1,11,50.0,0
26085,Operations,1,10,63.0,0
69216,Technology,1,8,84.0,0
7881,Analytics,1,2,86.0,0
58120,Legal,1,3,63.0,0
5533,Procurement,1,2,69.0,0
76514,Procurement,2,3,71.0,0
53914,Sales & Marketing,1,10,48.0,0
66203,Analytics,1,7,86.0,0
43290,Sales & Marketing,1,3,55.0,0
26748,Operations,2,9,57.0,0
72976,Technology,1,4,78.0,0
42551,Sales & Marketing,1,14,55.0,0
65297,Procurement,1,26,69.0,0
15582,Operations,1,6,67.0,0
9280,Sales & Marketing,2,1,65.0,1
53687,Legal,1,6,57.0,0
21226,Analytics,2,6,85.0,0
76785,Sales & Marketing,1,4,47.0,0
4433,Sales & Marketing,1,6,47.0,0
75855,HR,1,4,49.0,0
62045,Operations,2,9,,0
68670,Procurement,1,9,70.0,0
17062,Technology,2,12,77.0,0
40013,Procurement,1,3,69.0,1
59839,Operations,1,9,,0
52381,Operations,1,3,,0
25586,Procurement,1,3,70.0,0
9974,Analytics,2,4,86.0,0
9577,Operations,1,3,63.0,0
30611,Technology,1,10,78.0,0
20240,Operations,1,4,60.0,0
21998,Technology,1,7,77.0,0
11508,Analytics,1,6,90.0,1
64298,Operations,1,16,58.0,0
47122,Sales & Marketing,1,6,47.0,0
51742,Sales & Marketing,2,6,49.0,0
70229,Sales & Marketing,1,5,47.0,0
69337,Operations,1,19,,0
18337,HR,2,7,53.0,0
43500,Technology,1,8,81.0,0
23215,HR,1,3,51.0,0
47429,Analytics,1,4,85.0,0
26142,Operations,1,4,59.0,0
45099,Sales & Marketing,1,2,47.0,0
75149,Operations,1,5,60.0,0
24988,Sales & Marketing,3,10,46.0,0
37694,Operations,1,4,62.0,0
48632,Procurement,1,7,69.0,0
44768,Operations,2,3,59.0,0
27859,Operations,1,14,53.0,1
40117,Sales & Marketing,3,1,48.0,0
42018,Sales & Marketing,1,3,51.0,0
35333,Operations,1,3,55.0,0
72807,Procurement,1,6,65.0,0
67197,Procurement,1,15,69.0,0
6251,Sales & Marketing,3,3,47.0,0
919,Sales & Marketing,2,6,48.0,0
76148,HR,1,7,48.0,0
70884,Sales & Marketing,1,7,47.0,0
64820,Sales & Marketing,1,2,47.0,0
2027,Procurement,1,3,74.0,0
69480,Procurement,2,14,70.0,1
67017,Analytics,2,10,83.0,0
53141,Sales & Marketing,2,5,52.0,0
77578,Sales & Marketing,1,15,60.0,1
16862,Technology,1,1,72.0,0
23822,Analytics,1,4,84.0,0
47909,Technology,2,15,78.0,1
44021,Sales & Marketing,1,3,49.0,0
69444,Operations,1,5,62.0,0
37817,HR,1,3,54.0,0
29336,Technology,1,3,79.0,0
41519,Sales & Marketing,1,13,49.0,0
61943,Procurement,2,1,70.0,0
77601,HR,1,5,51.0,0
62434,Operations,1,4,53.0,0
15181,Sales & Marketing,1,5,50.0,0
49405,HR,1,3,48.0,0
36066,Sales & Marketing,1,1,50.0,0
21512,Sales & Marketing,1,3,50.0,0
56691,Technology,1,2,78.0,0
52847,Technology,1,4,82.0,0
48399,Operations,1,9,63.0,0
23623,Operations,1,4,60.0,0
59549,Sales & Marketing,1,15,55.0,0
40941,Sales & Marketing,3,19,51.0,0
41206,Analytics,1,5,83.0,0
38283,Technology,1,9,76.0,0
40333,Legal,1,1,58.0,0
35248,Analytics,1,4,83.0,0
41172,Finance,1,5,65.0,0
21944,Technology,1,2,82.0,0
72790,Sales & Marketing,1,4,51.0,0
37114,HR,1,9,53.0,0
8117,Technology,1,3,79.0,0
28669,Sales & Marketing,1,5,46.0,0
63618,Operations,1,7,56.0,0
57547,Procurement,1,5,73.0,0
17543,Sales & Marketing,1,4,47.0,0
38301,Technology,1,4,81.0,0
74250,Sales & Marketing,2,10,50.0,0
23466,Operations,1,11,60.0,0
5008,Operations,2,6,55.0,0
46228,Operations,1,7,57.0,0
35670,Technology,1,10,78.0,0
66647,Sales & Marketing,1,6,51.0,0
28480,Procurement,1,5,71.0,0
45694,Operations,2,8,63.0,0
41774,Finance,1,3,63.0,0
28943,Operations,1,5,58.0,0
74563,Technology,1,3,83.0,1
32029,Operations,1,4,62.0,0
78290,Operations,1,7,60.0,0
15904,Operations,1,6,64.0,0
28685,Procurement,1,16,73.0,0
15508,Analytics,1,1,85.0,0
19470,Operations,1,19,62.0,0
21050,Procurement,2,4,68.0,0
36874,Sales & Marketing,1,3,54.0,0
41234,Operations,1,7,62.0,0
31717,Procurement,1,3,77.0,1
13135,Analytics,1,7,85.0,0
72329,Sales & Marketing,1,3,52.0,0
46007,Sales & Marketing,2,4,53.0,0
18434,Sales & Marketing,1,15,49.0,0
36133,Operations,2,9,95.0,1
29957,Procurement,1,7,68.0,0
26449,Procurement,2,1,66.0,0
34668,Finance,2,1,58.0,0
56928,Technology,1,4,80.0,0
63385,Procurement,1,8,68.0,0
73053,Sales & Marketing,2,7,50.0,0
50495,Analytics,1,1,80.0,0
44569,Procurement,1,8,86.0,1
13534,Technology,1,2,77.0,0
44882,Analytics,1,7,88.0,0
36148,Operations,3,11,56.0,0
41791,Technology,1,4,78.0,1
72544,Operations,1,1,60.0,0
23161,Procurement,2,9,71.0,0
30077,Sales & Marketing,2,6,,0
18040,Technology,1,1,77.0,0
50451,Procurement,1,3,85.0,1
66162,Legal,1,2,59.0,0
41495,Procurement,3,3,74.0,0
4215,Sales & Marketing,1,7,44.0,0
42294,Operations,1,5,57.0,0
13138,Finance,1,1,,0
21558,Operations,1,12,59.0,0
67504,Sales & Marketing,1,3,54.0,0
21367,Procurement,1,1,67.0,0
65741,Sales & Marketing,1,3,51.0,0
8192,Sales & Marketing,1,1,50.0,0
1754,Sales & Marketing,1,17,64.0,1
19884,Sales & Marketing,1,9,50.0,0
15604,Finance,2,9,62.0,0
55748,Analytics,1,8,84.0,0
2558,Analytics,1,5,82.0,0
75976,Sales & Marketing,1,3,48.0,0
68992,Analytics,1,1,86.0,0
74740,Procurement,1,3,73.0,0
43693,Sales & Marketing,1,3,49.0,0
44467,Procurement,1,3,69.0,0
46210,Operations,1,4,59.0,0
2269,Analytics,2,5,83.0,0
14451,Sales & Marketing,1,4,51.0,0
68895,Analytics,1,7,82.0,1
240,Procurement,3,11,67.0,0
49303,Operations,1,2,58.0,0
65590,Finance,1,3,97.0,1
45214,Procurement,2,2,73.0,0
74826,Sales & Marketing,1,9,52.0,0
10876,Technology,1,4,79.0,0
3642,Sales & Marketing,2,3,67.0,1
78173,Sales & Marketing,1,4,50.0,0
73926,HR,1,7,52.0,0
10793,Operations,1,6,57.0,0
18715,Operations,1,5,,0
48607,Operations,1,3,62.0,0
18803,Finance,1,3,62.0,1
52213,Finance,1,2,55.0,0
75821,HR,1,6,43.0,0
23114,Operations,1,2,62.0,0
12279,Sales & Marketing,1,15,51.0,0
52555,Technology,1,4,79.0,0
60588,Sales & Marketing,1,9,87.0,1
1328,Procurement,3,8,72.0,0
48206,HR,1,3,43.0,0
46791,Procurement,1,13,70.0,0
47436,Technology,1,2,81.0,0
56887,Analytics,1,8,87.0,0
71579,Technology,1,3,83.0,0
45390,Operations,1,13,60.0,0
14891,Operations,1,7,55.0,0
51329,Operations,1,10,59.0,0
72854,Operations,1,5,60.0,0
62395,Technology,1,1,86.0,0
